Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
15191,99,3,588.05,2,3,3,8,At Risk,0
15192,1,3,937.07,5,3,4,12,Loyal Customers,3
15194,4,14,3817.1600000000003,5,5,5,15,Champions,2
15196,68,2,313.7,3,3,2,8,Loyal Customers,1
15197,30,3,573.86,4,3,3,10,Loyal Customers,3
15198,44,3,377.71,3,3,2,8,Loyal Customers,3
15199,10,6,1465.95,5,5,4,14,Champions,2
15200,130,1,549.0500000000001,2,1,3,6,Cant Lose Them,1
15201,75,2,565.6700000000001,2,3,3,8,At Risk,0
15202,56,3,6001.49,3,3,5,11,Loyal Customers,0
15203,26,8,2544.54,4,5,5,14,Champions,2
15207,52,3,482.32,3,3,3,9,Loyal Customers,0
15208,59,1,100.4,3,1,1,5,Potential Loyalists,1
15209,366,1,178.98000000000002,1,1,1,3,Lost,1
15210,14,2,670.29,5,3,3,11,Loyal Customers,3
15211,1,1,383.07,5,1,2,8,New Customers,3
15212,12,1,106.47999999999999,5,1,1,7,New Customers,3
15215,29,4,1687.49,4,4,4,12,Champions,0
15216,254,1,389.49,1,1,2,4,Lost,1
15217,199,1,426.24,1,1,2,4,Lost,1
15218,25,10,4294.9400000000005,4,5,5,14,Champions,2
15219,284,1,379.7,1,1,2,4,Lost,1
15221,2,4,2062.2,5,4,5,14,Champions,2
15222,108,10,2026.03,2,5,5,12,At Risk,0
15223,245,3,662.2,1,3,3,7,At Risk,0
15224,148,3,454.78,2,3,3,8,At Risk,1
15227,32,4,1269.0900000000001,4,4,4,12,Champions,0
15228,64,2,2173.4,3,3,5,11,Loyal Customers,0
15229,222,1,160.5,1,1,1,3,Lost,1
15231,257,1,230.10000000000002,1,1,2,4,Lost,1
15233,37,1,59.400000000000006,3,1,1,5,Potential Loyalists,1
15235,5,6,690.3000000000001,5,5,3,13,Loyal Customers,2
15240,10,7,2343.4900000000002,5,5,5,15,Champions,2
15241,66,3,1158.1200000000001,3,3,4,10,Loyal Customers,0
15242,58,1,149.4,3,1,1,5,Potential Loyalists,1
15243,71,1,590.44,3,1,3,7,Potential Loyalists,1
15244,302,1,280.51,1,1,2,4,Lost,1
15245,38,5,1248.28,3,4,4,11,Loyal Customers,0
15246,191,1,266.25,1,1,2,4,Lost,1
15247,113,2,358.26,2,3,2,7,At Risk,1
15248,47,3,1856.97,3,3,5,11,Loyal Customers,0
15249,66,5,2577.54,3,4,5,12,Loyal Customers,0
15250,276,1,60.0,1,1,1,3,Lost,1
15251,50,10,5349.43,3,5,5,13,Loyal Customers,2
15252,57,3,1362.63,3,3,4,10,Loyal Customers,0
15253,39,3,1136.89,3,3,4,10,Loyal Customers,0
15254,182,2,787.99,1,3,3,7,At Risk,0
15255,36,7,2433.37,4,5,5,14,Champions,0
15256,197,1,71.95,1,1,1,3,Lost,1
15257,50,1,368.75,3,1,2,6,Potential Loyalists,3
15259,148,4,1172.3,2,4,4,10,At Risk,0
15260,8,20,6740.5,5,5,5,15,Champions,2
15261,17,3,1253.18,4,3,4,11,Loyal Customers,0
15262,16,2,239.87,4,3,2,9,Loyal Customers,3
15264,166,1,454.66,2,1,3,6,Cant Lose Them,1
15265,240,2,1839.52,1,3,4,8,At Risk,0
15266,15,4,732.91,5,4,3,12,Loyal Customers,3
15268,114,2,565.9,2,3,3,8,At Risk,1
15269,16,2,816.5600000000001,4,3,3,10,Loyal Customers,3
15270,36,14,4782.17,4,5,5,14,Champions,2
15271,1,10,2134.35,5,5,5,15,Champions,2
15272,86,4,1309.01,2,4,4,10,At Risk,0
15276,30,3,491.17,4,3,3,10,Loyal Customers,3
15277,61,1,220.44,3,1,1,5,Potential Loyalists,1
15278,197,4,496.16,1,4,3,8,At Risk,0
15279,16,4,1277.43,4,4,4,12,Champions,0
15280,124,2,242.4,2,3,2,7,At Risk,1
15281,14,7,6177.34,5,5,5,15,Champions,2
15282,206,1,348.59,1,1,2,4,Lost,1
15283,26,3,148.32999999999998,4,3,1,8,Loyal Customers,3
15284,136,1,24.75,2,1,1,4,Hibernating,1
15285,43,1,94.92,3,1,1,5,Potential Loyalists,1
15287,15,3,212.34,5,3,1,9,Loyal Customers,3
15288,1,5,1452.1100000000001,5,4,4,13,Champions,2
15289,94,2,585.63,2,3,3,8,At Risk,0
15290,29,8,1958.94,4,5,5,14,Champions,2
15291,15,22,6695.900000000001,5,5,5,15,Champions,2
15293,301,1,247.5,1,1,2,4,Lost,1
15294,46,1,233.35,3,1,2,6,Potential Loyalists,3
15295,290,1,207.04,1,1,1,3,Lost,1
15296,56,6,6034.09,3,5,5,13,Loyal Customers,0
15298,2,12,4556.05,5,5,5,15,Champions,2
15301,4,6,2492.77,5,5,5,15,Champions,2
15302,366,1,308.0,1,1,2,4,Lost,1
15303,201,2,650.16,1,3,3,7,At Risk,1
15304,4,2,225.15,5,3,1,9,Loyal Customers,3
15305,191,1,93.6,1,1,1,3,Lost,1
15306,136,6,1466.9,2,5,4,11,At Risk,0
15309,246,4,797.96,1,4,3,8,At Risk,0
15310,114,1,1230.2,2,1,4,7,Cant Lose Them,0
15311,1,117,33273.18,5,5,5,15,Champions,2
15312,19,8,2005.34,4,5,5,14,Champions,2
15314,49,2,364.98,3,3,2,8,Loyal Customers,3
15317,313,1,129.75,1,1,1,3,Lost,1
15321,73,9,3918.58,2,5,5,12,At Risk,0
15322,112,1,680.9399999999999,2,1,3,6,Cant Lose Them,1
15323,198,3,434.6,1,3,2,6,At Risk,1
15324,337,1,140.22000000000003,1,1,1,3,Lost,1
15325,31,7,1439.72,4,5,4,13,Champions,0
15326,245,4,1388.81,1,4,4,9,At Risk,0
15328,43,1,107.24,3,1,1,5,Potential Loyalists,1
15329,10,8,1909.13,5,5,5,15,Champions,2
15331,135,3,619.59,2,3,3,8,At Risk,0
15332,2,6,4703.08,5,5,5,15,Champions,2
15336,37,1,240.5,3,1,2,6,Potential Loyalists,3
15337,47,1,373.02,3,1,2,6,Potential Loyalists,3
15338,313,1,277.93,1,1,2,4,Lost,1
15339,57,5,1162.15,3,4,4,11,Loyal Customers,0
15340,197,1,105.5,1,1,1,3,Lost,1
15341,85,1,382.2,2,1,2,5,Hibernating,1
15346,61,2,343.7,3,3,2,8,Loyal Customers,3
15347,2,4,857.0,5,4,3,12,Loyal Customers,3
15350,9,2,547.6,5,3,3,11,Loyal Customers,3
15351,5,4,1689.11,5,4,4,13,Champions,2
15352,184,1,111.15,1,1,1,3,Lost,1
15353,3,6,2336.0,5,5,5,15,Champions,2
15354,239,3,284.4,1,3,2,6,At Risk,1
15356,4,4,664.66,5,4,3,12,Loyal Customers,3
15358,1,22,8172.93,5,5,5,15,Champions,2
15359,298,8,181.35,1,5,1,7,At Risk,1
15361,162,3,270.15,2,3,2,7,At Risk,1
15362,84,2,599.16,2,3,3,8,At Risk,0
15363,8,2,678.11,5,3,3,11,Loyal Customers,3
15365,39,6,2242.81,3,5,5,13,Loyal Customers,0
15366,45,5,1522.57,3,4,4,11,Loyal Customers,0
15367,54,7,3129.34,3,5,5,13,Loyal Customers,0
15368,30,1,65.8,4,1,1,6,New Customers,3
15369,128,3,2025.1,2,3,5,10,At Risk,0
15370,46,1,1352.96,3,1,4,8,Potential Loyalists,3
15371,298,1,59.400000000000006,1,1,1,3,Lost,1
15372,91,5,1074.36,2,4,4,10,At Risk,0
15373,7,6,1002.93,5,5,4,14,Champions,2
15374,260,1,139.32,1,1,1,3,Lost,1
15375,326,1,47.04,1,1,1,3,Lost,1
15377,18,4,1211.75,4,4,4,12,Champions,0
15378,98,2,246.5,2,3,2,7,At Risk,1
15379,36,1,1174.55,4,1,4,9,New Customers,3
15380,56,6,590.3,3,5,3,11,Loyal Customers,0
15381,59,3,789.24,3,3,3,9,Loyal Customers,0
15382,10,6,7355.5,5,5,5,15,Champions,2
15384,17,2,1344.58,4,3,4,11,Loyal Customers,3
15385,28,2,182.4,4,3,1,8,Loyal Customers,3
15387,128,1,468.65,2,1,3,6,Cant Lose Them,1
15390,32,2,1216.66,4,3,4,11,Loyal Customers,0
15391,220,1,213.55,1,1,1,3,Lost,1
15392,10,3,1217.69,5,3,4,12,Loyal Customers,3
15393,203,3,659.48,1,3,3,7,At Risk,0
15394,31,7,3070.44,4,5,5,14,Champions,2
15400,127,2,481.1,2,3,3,8,At Risk,1
15401,88,2,216.95,2,3,1,6,At Risk,1
15402,23,4,1072.31,4,4,4,12,Champions,0
15403,127,2,61.44,2,3,1,6,At Risk,1
15404,11,1,223.57999999999998,5,1,1,7,New Customers,3
15405,212,1,310.74,1,1,2,4,Lost,1
15406,89,2,465.16,2,3,3,8,At Risk,1
15409,357,1,131.25,1,1,1,3,Lost,1
15410,204,2,1042.4,1,3,4,8,At Risk,0
15413,327,2,279.29999999999995,1,3,2,6,At Risk,1
15416,114,3,574.58,2,3,3,8,At Risk,0
15418,61,2,449.42,3,3,3,9,Loyal Customers,3
15420,70,6,719.0,3,5,3,11,Loyal Customers,0
15421,21,6,2844.9,4,5,5,14,Champions,2
15422,15,5,1448.77,5,4,4,13,Champions,0
15423,217,2,223.39000000000001,1,3,1,5,At Risk,1
15424,99,1,214.44,2,1,1,4,Hibernating,1
15425,36,4,1869.1200000000001,4,4,5,13,Champions,0
15426,5,5,1134.85,5,4,4,13,Champions,2
15428,23,3,668.97,4,3,3,10,Loyal Customers,3
15430,103,2,954.75,2,3,4,9,At Risk,0
15431,138,1,122.04,2,1,1,4,Hibernating,1
15432,177,1,149.57,2,1,1,4,Hibernating,1
15434,10,6,1525.5800000000002,5,5,4,14,Champions,2
15437,276,1,193.29000000000002,1,1,1,3,Lost,1
15439,40,4,1269.05,3,4,4,11,Loyal Customers,0
15441,32,3,1234.05,4,3,4,11,Loyal Customers,0
15443,110,7,1900.64,2,5,5,12,At Risk,0
15445,226,1,171.0,1,1,1,3,Lost,1
15446,12,3,399.75,5,3,2,10,Loyal Customers,3
15447,163,4,337.71000000000004,2,4,2,8,At Risk,1
15448,310,1,280.25,1,1,2,4,Lost,1
15451,70,2,226.86,3,3,2,8,Loyal Customers,1
15452,26,3,1256.63,4,3,4,11,Loyal Customers,0
15454,254,1,126.89,1,1,1,3,Lost,1
15455,233,1,38.25,1,1,1,3,Lost,1
15456,39,7,1382.07,3,5,4,12,Loyal Customers,0
15458,38,1,208.8,3,1,1,5,Potential Loyalists,3
15459,53,2,133.23000000000002,3,3,1,7,Loyal Customers,1
15462,81,1,502.45,2,1,3,6,Cant Lose Them,1
15465,5,15,4567.53,5,5,5,15,Champions,2
15466,25,3,1225.93,4,3,4,11,Loyal Customers,0
15468,28,1,828.09,4,1,3,8,New Customers,3
15469,74,1,335.70000000000005,2,1,2,5,Hibernating,1
15470,211,1,8.4,1,1,1,3,Lost,1
15471,16,2,674.33,4,3,3,10,Loyal Customers,3
15473,80,1,274.8,2,1,2,5,Hibernating,1
15474,231,1,150.35,1,1,1,3,Lost,1
15476,16,4,1902.06,4,4,5,13,Champions,0
15478,211,1,523.5600000000001,1,1,3,5,Cant Lose Them,1
15479,369,1,147.4,1,1,1,3,Lost,1
15480,101,4,5109.26,2,4,5,11,At Risk,0
15481,37,1,1174.6,3,1,4,8,Potential Loyalists,3
15482,22,6,1806.3999999999999,4,5,4,13,Champions,0
15483,21,6,592.56,4,5,3,12,Loyal Customers,0
15484,176,2,952.73,2,3,4,9,At Risk,0
15485,9,5,2860.51,5,4,5,14,Champions,2
15486,163,1,102.0,2,1,1,4,Hibernating,1
15487,315,1,231.32,1,1,2,4,Lost,1
15488,92,3,191.88,2,3,1,6,At Risk,1
15489,36,5,1275.25,4,4,4,12,Champions,0
15490,66,1,210.85,3,1,1,5,Potential Loyalists,1
15493,25,4,2168.27,4,4,5,13,Champions,0
15494,114,3,2156.58,2,3,5,10,At Risk,0
15495,15,1,246.5,5,1,2,8,New Customers,3
15496,267,1,146.14,1,1,1,3,Lost,1
15497,18,7,7260.19,4,5,5,14,Champions,2
15498,2,19,11946.2,5,5,5,15,Champions,2
15499,359,1,158.65,1,1,1,3,Lost,1
15501,40,2,399.95,3,3,2,8,Loyal Customers,3
15502,4,5,3313.14,5,4,5,14,Champions,2
15503,362,1,116.26,1,1,1,3,Lost,1
15504,156,3,349.87,2,3,2,7,At Risk,1
15506,17,3,1045.65,4,3,4,11,Loyal Customers,3
15509,16,1,152.41,4,1,1,6,New Customers,3
15512,26,1,140.38,4,1,1,6,New Customers,3
15513,1,18,11251.57,5,5,5,15,Champions,2
15514,15,7,2132.66,5,5,5,15,Champions,2
15515,23,1,91.65,4,1,1,6,New Customers,3
15518,15,7,2255.84,5,5,5,15,Champions,2
15519,19,2,344.61,4,3,2,9,Loyal Customers,3
15521,36,8,3864.2799999999997,4,5,5,14,Champions,2
15523,51,13,4435.49,3,5,5,13,Loyal Customers,2
15524,242,1,151.4,1,1,1,3,Lost,1
15525,9,2,430.78000000000003,5,3,2,10,Loyal Customers,3
15527,30,15,3063.36,4,5,5,14,Champions,2
15529,2,2,1116.72,5,3,4,12,Loyal Customers,3
15530,148,1,298.57,2,1,2,5,Hibernating,1
15532,12,6,2098.7200000000003,5,5,5,15,Champions,2
15534,361,1,162.25,1,1,1,3,Lost,1
15535,40,2,541.47,3,3,3,9,Loyal Customers,3
15536,45,1,259.09,3,1,2,6,Potential Loyalists,3
15538,175,4,1532.9,2,4,4,10,At Risk,0
15540,11,1,247.38,5,1,2,8,New Customers,3
15542,148,3,855.71,2,3,3,8,At Risk,0
15543,95,1,114.4,2,1,1,4,Hibernating,1
15544,8,12,4387.72,5,5,5,15,Champions,2
15545,7,1,135.32999999999998,5,1,1,7,New Customers,3
15546,242,2,1079.1000000000001,1,3,4,8,At Risk,0
15547,12,12,4994.9,5,5,5,15,Champions,2
15548,231,1,158.09,1,1,1,3,Lost,1
15549,57,5,652.7,3,4,3,10,Loyal Customers,0
15550,14,8,1635.42,5,5,4,14,Champions,2
15551,30,6,1243.75,4,5,4,13,Champions,0
15552,259,1,131.20000000000002,1,1,1,3,Lost,1
15555,1,22,7017.97,5,5,5,15,Champions,2
15558,275,1,202.68,1,1,1,3,Lost,1
15559,204,1,1109.4,1,1,4,6,Cant Lose Them,1
15560,33,2,153.52,4,3,1,8,Loyal Customers,3
15561,19,4,927.16,4,4,4,12,Champions,0
15562,60,2,321.06,3,3,2,8,Loyal Customers,3
15563,150,3,1363.26,2,3,4,9,At Risk,0
15564,99,2,70.74000000000001,2,3,1,6,At Risk,1
15566,28,2,213.37,4,3,1,8,Loyal Customers,3
15569,26,5,421.66,4,4,2,10,Loyal Customers,0
15570,5,14,5000.2,5,5,5,15,Champions,2
15571,22,10,2987.52,4,5,5,14,Champions,2
15572,16,3,1404.42,4,3,4,11,Loyal Customers,0
15573,254,3,559.23,1,3,3,7,At Risk,1
15574,8,3,697.56,5,3,3,11,Loyal Customers,3
15575,255,1,30.1,1,1,1,3,Lost,1
15577,359,2,137.15,1,3,1,5,At Risk,1
15579,19,3,923.03,4,3,4,11,Loyal Customers,3
15580,12,8,1375.39,5,5,4,14,Champions,2
15581,2,26,3873.93,5,5,5,15,Champions,2
15583,12,1,95.96,5,1,1,7,New Customers,3
15584,35,2,547.34,4,3,3,10,Loyal Customers,3
15586,228,3,728.34,1,3,3,7,At Risk,0
15587,45,2,162.72,3,3,1,7,Loyal Customers,3
15588,313,1,579.6,1,1,3,5,Cant Lose Them,1
15590,18,5,1496.6,4,4,4,12,Champions,0
15591,218,3,217.9,1,3,1,5,At Risk,1
15595,123,1,64.8,2,1,1,4,Hibernating,1
15596,1,5,1723.45,5,4,4,13,Champions,2
15597,211,1,238.8,1,1,2,4,Lost,1
15598,63,1,307.34,3,1,2,6,Potential Loyalists,1
15599,81,1,488.32,2,1,3,6,Cant Lose Them,1
15600,64,4,1199.31,3,4,4,11,Loyal Customers,0
15601,8,17,7910.4400000000005,5,5,5,15,Champions,2
15602,4,8,1732.0,5,5,4,14,Champions,2
15603,284,1,40.0,1,1,1,3,Lost,1
15605,9,5,738.57,5,4,3,12,Loyal Customers,3
15606,26,8,2229.71,4,5,5,14,Champions,2
15607,179,8,1525.01,1,5,4,10,At Risk,0
15608,51,1,692.3,3,1,3,7,Potential Loyalists,3
15611,19,13,1405.83,4,5,4,13,Champions,2
15613,246,1,345.4,1,1,2,4,Lost,1
15614,73,4,1915.68,2,4,5,11,At Risk,0
15615,26,24,10744.79,4,5,5,14,Champions,2
15616,74,1,317.11,2,1,2,5,Hibernating,1
15617,32,3,828.5500000000001,4,3,3,10,Loyal Customers,0
15620,45,1,375.26,3,1,2,6,Potential Loyalists,3
15622,63,8,4122.89,3,5,5,13,Loyal Customers,0
15623,29,7,1956.02,4,5,5,14,Champions,0
15625,12,5,1522.74,5,4,4,13,Champions,2
15626,57,1,391.72,3,1,2,6,Potential Loyalists,3
15627,93,2,485.78000000000003,2,3,3,8,At Risk,1
15628,2,9,2715.3,5,5,5,15,Champions,2
15629,86,4,1628.7,2,4,4,10,At Risk,0
15630,280,1,295.05,1,1,2,4,Lost,1
15631,278,1,586.59,1,1,3,5,Cant Lose Them,1
15633,145,13,3955.46,2,5,5,12,At Risk,0
15634,19,1,311.1,4,1,2,7,New Customers,3
15635,31,1,100.35,4,1,1,6,New Customers,3
15636,73,2,719.82,2,3,3,8,At Risk,0
15637,49,4,470.55,3,4,3,10,Loyal Customers,0
15638,14,5,1151.6,5,4,4,13,Champions,0
15639,87,2,639.76,2,3,3,8,At Risk,0
15640,8,15,9454.1,5,5,5,15,Champions,2
15641,32,8,3182.17,4,5,5,14,Champions,2
15642,365,1,23.700000000000003,1,1,1,3,Lost,1
15645,50,2,443.16,3,3,2,8,Loyal Customers,3
15646,8,3,506.81,5,3,3,11,Loyal Customers,3
15647,51,1,169.0,3,1,1,5,Potential Loyalists,1
15649,23,1,538.3499999999999,4,1,3,8,New Customers,3
15650,157,2,553.88,2,3,3,8,At Risk,1
15651,56,2,598.84,3,3,3,9,Loyal Customers,3
15652,23,4,888.2,4,4,4,12,Champions,0
15658,8,4,1399.3700000000001,5,4,4,13,Champions,2
15659,22,2,226.04,4,3,2,9,Loyal Customers,3
15660,1,7,1140.97,5,5,4,14,Champions,2
15661,15,6,855.27,5,5,3,13,Loyal Customers,0
15662,297,2,283.73,1,3,2,6,At Risk,1
15664,85,3,867.6,2,3,4,9,At Risk,0
15665,47,3,1642.46,3,3,4,10,Loyal Customers,0
15666,108,2,612.78,2,3,3,8,At Risk,0
15670,192,1,152.15,1,1,1,3,Lost,1
15672,361,1,45.300000000000004,1,1,1,3,Lost,1
15673,87,5,3274.5,2,4,5,11,At Risk,0
15674,53,8,4406.59,3,5,5,13,Loyal Customers,0
15675,40,1,218.35,3,1,1,5,Potential Loyalists,3
15677,57,2,648.4,3,3,3,9,Loyal Customers,0
15678,31,2,1423.94,4,3,4,11,Loyal Customers,0
15680,2,8,3153.7400000000002,5,5,5,15,Champions,2
15681,15,9,1523.22,5,5,4,14,Champions,2
15682,235,2,318.24,1,3,2,6,At Risk,1
15683,109,1,330.79,2,1,2,5,Hibernating,1
15684,183,3,173.95,1,3,1,5,At Risk,1
15685,86,1,55.980000000000004,2,1,1,4,Hibernating,1
15688,54,1,190.57,3,1,1,5,Potential Loyalists,1
15689,253,1,266.93,1,1,2,4,Lost,1
15691,30,3,434.5,4,3,2,9,Loyal Customers,3
15693,295,1,37.5,1,1,1,3,Lost,1
15694,1,12,4005.97,5,5,5,15,Champions,2
15695,233,2,721.0600000000001,1,3,3,7,At Risk,1
15696,59,5,1170.1100000000001,3,4,4,11,Loyal Customers,0
15697,325,1,246.75,1,1,2,4,Lost,1
15698,260,1,15.0,1,1,1,3,Lost,1
15702,112,2,140.39,2,3,1,6,At Risk,1
15704,138,2,1441.04,2,3,4,9,At Risk,0
15708,5,3,942.3100000000001,5,3,4,12,Loyal Customers,3
15709,225,1,194.6,1,1,1,3,Lost,1
15710,53,1,858.55,3,1,3,7,Potential Loyalists,3
15711,192,2,420.25,1,3,2,6,At Risk,1
15712,15,7,2400.05,5,5,5,15,Champions,2
15713,2,3,654.09,5,3,3,11,Loyal Customers,3
15714,89,3,453.93,2,3,3,8,At Risk,0
15715,191,5,658.02,1,4,3,8,At Risk,0
15716,5,8,1662.03,5,5,4,14,Champions,2
15717,57,4,456.70000000000005,3,4,3,10,Loyal Customers,0
15718,176,1,293.79,2,1,2,5,Hibernating,1
15719,17,18,5165.9,4,5,5,14,Champions,2
15720,186,1,140.49,1,1,1,3,Lost,1
15722,81,6,2430.71,2,5,5,12,At Risk,0
15723,47,3,740.0,3,3,3,9,Loyal Customers,0
15724,36,1,92.6,4,1,1,6,New Customers,1
15726,26,1,321.91,4,1,2,7,New Customers,3
15727,23,8,4067.93,4,5,5,14,Champions,2
15728,15,2,544.6,5,3,3,11,Loyal Customers,3
15729,36,2,107.55000000000001,4,3,1,8,Loyal Customers,3
15730,17,2,605.7,4,3,3,10,Loyal Customers,3
15731,189,1,125.3,1,1,1,3,Lost,1
15732,8,9,1333.71,5,5,4,14,Champions,2
15734,72,2,736.35,2,3,3,8,At Risk,0
15735,57,1,327.68,3,1,2,6,Potential Loyalists,1
15736,71,2,1641.24,3,3,4,10,Loyal Customers,0
15738,8,26,7378.07,5,5,5,15,Champions,2
15741,94,2,208.62,2,3,1,6,At Risk,1
15742,255,1,156.87,1,1,1,3,Lost,1
15747,11,6,1413.97,5,5,4,14,Champions,2
15748,85,2,68.55,2,3,1,6,At Risk,1
15750,2,12,4221.021,5,5,5,15,Champions,2
15751,96,11,1366.52,2,5,4,11,At Risk,0
15752,8,3,1557.96,5,3,4,12,Loyal Customers,3
15754,129,6,2532.36,2,5,5,12,At Risk,0
15755,15,11,3547.75,5,5,5,15,Champions,2
15757,22,4,2225.94,4,4,5,13,Champions,0
15759,147,4,482.85,2,4,3,9,At Risk,0
15760,266,2,13916.34,1,3,5,9,At Risk,0
15761,78,1,143.05,2,1,1,4,Hibernating,1
15764,70,2,1131.91,3,3,4,10,Loyal Customers,0
15765,302,1,370.63,1,1,2,4,Lost,1
15766,92,2,516.0,2,3,3,8,At Risk,1
15768,112,31,14646.26,2,5,5,12,At Risk,2
15769,7,2,122.4,5,3,1,9,Loyal Customers,3
15770,248,1,321.45,1,1,2,4,Lost,1
15771,240,3,657.7,1,3,3,7,At Risk,0
15772,54,1,280.88,3,1,2,6,Potential Loyalists,1
15773,45,1,138.84,3,1,1,5,Potential Loyalists,1
15774,54,5,1017.5400000000001,3,4,4,11,Loyal Customers,0
15777,32,3,715.5,4,3,3,10,Loyal Customers,0
15778,67,1,307.95000000000005,3,1,2,6,Potential Loyalists,1
15779,99,2,124.08000000000001,2,3,1,6,At Risk,1
15782,66,1,419.2,3,1,2,6,Potential Loyalists,1
15784,103,2,848.33,2,3,3,8,At Risk,0
15785,15,11,2511.08,5,5,5,15,Champions,2
15786,53,2,3365.66,3,3,5,11,Loyal Customers,0
15788,144,1,221.83,2,1,1,4,Hibernating,1
15789,67,5,1485.11,3,4,4,11,Loyal Customers,0
15791,165,3,1903.97,2,3,5,10,At Risk,0
15792,35,2,919.9200000000001,4,3,4,11,Loyal Customers,3
15793,14,5,354.6,5,4,2,11,Loyal Customers,3
15794,372,2,658.2,1,3,3,7,At Risk,1
15795,66,7,1355.94,3,5,4,12,Loyal Customers,0
15796,10,9,2463.02,5,5,5,15,Champions,2
15798,128,3,1535.37,2,3,4,9,At Risk,0
15799,54,1,537.2,3,1,3,7,Potential Loyalists,3
15800,89,5,530.18,2,4,3,9,At Risk,0
15803,81,3,1513.84,2,3,4,9,At Risk,0
15805,21,13,4335.55,4,5,5,14,Champions,2
15807,44,2,782.58,3,3,3,9,Loyal Customers,3
15808,5,18,14283.43,5,5,5,15,Champions,2
15809,95,2,654.99,2,3,3,8,At Risk,0
15810,22,4,1607.06,4,4,4,12,Champions,0
15811,1,2,1463.78,5,3,4,12,Loyal Customers,3
15812,71,7,1196.47,3,5,4,12,Loyal Customers,0
15814,29,2,526.39,4,3,3,10,Loyal Customers,3
15816,178,2,144.15,1,3,1,5,At Risk,1
15817,56,3,2735.2000000000003,3,3,5,11,Loyal Customers,0
15818,224,1,123.5,1,1,1,3,Lost,1
15819,67,6,2016.74,3,5,5,13,Loyal Customers,0
15822,129,4,852.59,2,4,3,9,At Risk,0
15823,8,3,3840.4100000000003,5,3,5,13,Loyal Customers,2
15824,89,2,890.94,2,3,4,9,At Risk,0
15826,204,1,768.77,1,1,3,5,Cant Lose Them,1
15827,8,16,1957.98,5,5,5,15,Champions,2
15828,11,1,1108.82,5,1,4,10,New Customers,3
15833,373,1,80.4,1,1,1,3,Lost,1
15834,12,3,1539.24,5,3,4,12,Loyal Customers,0
15837,121,1,385.03000000000003,2,1,2,5,Hibernating,1
15841,22,5,894.35,4,4,4,12,Champions,0
15842,29,2,472.48,4,3,3,10,Loyal Customers,3
15845,172,3,714.51,2,3,3,8,At Risk,0
15846,21,1,107.01,4,1,1,6,New Customers,3
15847,64,3,433.3,3,3,2,8,Loyal Customers,0
15848,257,1,137.99,1,1,1,3,Lost,1
15850,12,4,675.0699999999999,5,4,3,12,Loyal Customers,3
15851,162,1,109.73,2,1,1,4,Hibernating,1
15852,162,1,96.55,2,1,1,4,Hibernating,1
15854,12,9,1786.92,5,5,4,14,Champions,2
15855,112,1,289.6,2,1,2,5,Hibernating,1
15856,1,26,13623.85,5,5,5,15,Champions,2
15857,66,1,185.88,3,1,1,5,Potential Loyalists,1
15858,3,9,2377.73,5,5,5,15,Champions,2
15859,68,1,438.46,3,1,2,6,Potential Loyalists,1
15860,4,10,1457.76,5,5,4,14,Champions,2
15861,92,4,1149.72,2,4,4,10,At Risk,0
15862,9,10,2033.64,5,5,5,15,Champions,2
15863,253,3,255.06,1,3,2,6,At Risk,1
15864,17,1,12.6,4,1,1,6,New Customers,3
15865,49,2,1326.13,3,3,4,10,Loyal Customers,0
15867,5,17,5160.97,5,5,5,15,Champions,2
15868,219,1,94.53,1,1,1,3,Lost,1
15869,262,1,171.47,1,1,1,3,Lost,1
15870,32,3,506.02000000000004,4,3,3,10,Loyal Customers,3
15871,73,1,33.099999999999994,2,1,1,4,Hibernating,1
15872,14,2,413.0,5,3,2,10,Loyal Customers,3
15874,23,14,6517.66,4,5,5,14,Champions,2
15875,282,1,108.52,1,1,1,3,Lost,1
15876,45,1,284.9,3,1,2,6,Potential Loyalists,3
15878,197,2,330.77,1,3,2,6,At Risk,1
15879,40,4,1137.8,3,4,4,11,Loyal Customers,0
15880,5,1,329.03,5,1,2,8,New Customers,3
15882,4,6,979.62,5,5,4,14,Champions,2
15884,68,2,103.0,3,3,1,7,Loyal Customers,1
15885,19,12,1572.47,4,5,4,13,Champions,2
15886,52,3,784.98,3,3,3,9,Loyal Customers,0
15887,42,3,1001.95,3,3,4,10,Loyal Customers,0
15888,36,2,260.85,4,3,2,9,Loyal Customers,3
15889,5,7,1252.72,5,5,4,14,Champions,2
15890,30,5,535.65,4,4,3,11,Loyal Customers,0
15892,305,1,128.2,1,1,1,3,Lost,1
15894,5,1,151.44,5,1,1,7,New Customers,3
15898,3,22,4119.18,5,5,5,15,Champions,2
15899,4,1,56.25,5,1,1,7,New Customers,3
15900,49,3,508.49,3,3,3,9,Loyal Customers,0
15901,87,4,335.99,2,4,2,8,At Risk,0
15902,16,1,124.85,4,1,1,6,New Customers,3
15903,14,5,2101.88,5,4,5,14,Champions,2
15905,179,1,114.69,1,1,1,3,Lost,1
15906,10,3,962.5,5,3,4,12,Loyal Customers,3
15908,126,2,748.5400000000001,2,3,3,8,At Risk,0
15910,36,7,1426.53,4,5,4,13,Champions,0
15911,259,8,1700.24,1,5,4,10,At Risk,0
15912,72,7,718.4,2,5,3,10,At Risk,0
